order_date,color,size,unit_price,quantity,revenue,day,month,year
2022-09-07 15:05:00,Dark Blue,L,288,1,288,7,9,2022
2022-09-07 15:13:00,Dark Blue,L,288,1,288,7,9,2022
2022-09-07 08:05:00,Dark Blue,L,288,1,288,7,9,2022
2022-09-08 15:20:00,Dark Blue,M,288,1,288,8,9,2022
2022-09-08 15:28:00,Dark Blue,3XL,298,1,298,8,9,2022
2022-09-08 15:58:00,Dark Blue,XL,288,1,288,8,9,2022
2022-09-08 16:47:00,Dark Blue,L,288,1,288,8,9,2022
2022-09-08 19:12:00,Dark Blue,L,288,1,288,8,9,2022
2022-09-08 19:32:00,Dark Blue,M,288,1,288,8,9,2022
2022-09-09 00:00:00,Dark Blue,M,265,1,265,9,9,2022
2022-09-09 00:17:00,Light Blue,L,238,1,238,9,9,2022
2022-09-09 01:08:00,Dark Blue,M,265,1,265,9,9,2022
2022-09-09 01:54:00,Dark Blue,L,265,1,265,9,9,2022
2022-09-09 11:15:00,other,One Size,268,1,268,9,9,2022
2022-09-09 13:08:00,Dark Blue,3XL,278,1,278,9,9,2022
2022-09-09 14:38:00,Dark Blue,4XL,278,1,278,9,9,2022
2022-09-09 15:28:00,Dark Blue,XL,265,1,265,9,9,2022
2022-09-09 15:43:00,Dark Blue,M,265,1,265,9,9,2022
2022-09-09 15:45:00,Dark Blue,L,265,1,265,9,9,2022
2022-09-09 16:30:00,Dark Blue,2XL,278,1,278,9,9,2022
2022-09-09 20:58:00,Dark Blue,XL,265,1,265,9,9,2022
2022-09-09 21:17:00,other,One Size,228,1,228,9,9,2022
2022-09-09 23:59:00,Dark Blue,3XL,278,1,278,9,9,2022
2022-09-09 03:29:00,Dark Blue,XL,265,1,265,9,9,2022
2022-09-09 05:55:00,Dark Blue,M,265,1,265,9,9,2022
2022-09-09 06:10:00,Dark Blue,M,265,1,265,9,9,2022
2022-09-09 06:27:00,Dark Blue,M,265,1,265,9,9,2022
2022-09-09 07:18:00,Dark Blue,4XL,278,1,278,9,9,2022
2022-09-09 07:22:00,Dark Blue,M,265,1,265,9,9,2022
2022-09-09 08:25:00,Dark Blue,L,265,1,265,9,9,2022
2022-09-09 09:47:00,Dark Blue,XL,265,1,265,9,9,2022
